module,total_files,candidate_files,high_priority_files,mid_priority_files,candidate_ratio,file_path,file_priority,why_candidate
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/rmsac.h,mid,存在可向量化路径（循环0，数学项22），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/rransac.h,mid,存在可向量化路径（循环0，数学项27），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/sac.h,mid,存在可向量化路径（循环3，数学项74），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/sac_model.h,mid,存在可向量化路径（循环6，数学项119），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/sac_model_circle.h,mid,存在可向量化路径（循环1，数学项53），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/sac_model_circle3d.h,mid,存在可向量化路径（循环1，数学项61），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/sac_model_cone.h,mid,存在可向量化路径（循环0，数学项95），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/sac_model_cylinder.h,mid,存在可向量化路径（循环0，数学项95），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/sac_model_ellipse3d.h,mid,存在可向量化路径（循环1，数学项104），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/sac_model_line.h,mid,存在可向量化路径（循环0，数学项38），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/sac_model_normal_parallel_plane.h,mid,存在可向量化路径（循环0，数学项48），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/sac_model_normal_plane.h,mid,存在可向量化路径（循环0，数学项36），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/sac_model_normal_sphere.h,mid,存在可向量化路径（循环0，数学项27），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/sac_model_parallel_line.h,mid,存在可向量化路径（循环0，数学项25），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/sac_model_parallel_plane.h,mid,存在可向量化路径（循环0，数学项41），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/sac_model_perpendicular_plane.h,mid,存在可向量化路径（循环0，数学项45），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/sac_model_plane.h,mid,存在可向量化路径（循环0，数学项94），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/sac_model_registration.h,mid,存在可向量化路径（循环5，数学项48），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/sac_model_registration_2d.h,mid,存在可向量化路径（循环4，数学项38），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/sac_model_sphere.h,mid,存在可向量化路径（循环0，数学项70），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/sac_model_stick.h,mid,存在可向量化路径（循环0，数学项58），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/sac_model_torus.h,mid,存在可向量化路径（循环1，数学项81），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/src/sac_model_cone.cpp,mid,存在可向量化路径（循环0，数学项31），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/src/sac_model_cylinder.cpp,mid,存在可向量化路径（循环0，数学项70），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/src/sac_model_sphere.cpp,mid,存在可向量化路径（循环0，数学项25），建议次优先
recognition,70,32,5,27,45.7%,recognition/include/pcl/recognition/color_gradient_modality.h,high,循环38处，识别/匹配计算密集，建议优先优化
recognition,70,32,5,27,45.7%,recognition/include/pcl/recognition/impl/implicit_shape_model.hpp,high,循环107处，识别/匹配计算密集，建议优先优化
recognition,70,32,5,27,45.7%,recognition/include/pcl/recognition/surface_normal_modality.h,high,循环59处，识别/匹配计算密集，建议优先优化
recognition,70,32,5,27,45.7%,recognition/src/face_detection/rf_face_detector_trainer.cpp,high,循环19处，识别/匹配计算密集，建议优先优化
recognition,70,32,5,27,45.7%,recognition/src/linemod.cpp,high,循环86处，识别/匹配计算密集，建议优先优化
recognition,70,32,5,27,45.7%,recognition/include/pcl/recognition/color_gradient_dot_modality.h,mid,存在可向量化路径（循环16，数学项30），建议次优先
recognition,70,32,5,27,45.7%,recognition/include/pcl/recognition/color_modality.h,mid,存在可向量化路径（循环22，数学项37），建议次优先
recognition,70,32,5,27,45.7%,recognition/include/pcl/recognition/crh_alignment.h,mid,存在可向量化路径（循环7，数学项40），建议次优先
recognition,70,32,5,27,45.7%,recognition/include/pcl/recognition/face_detection/face_common.h,mid,存在可向量化路径（循环14，数学项12），建议次优先
recognition,70,32,5,27,45.7%,recognition/include/pcl/recognition/face_detection/rf_face_detector_trainer.h,mid,存在可向量化路径（循环6，数学项22），建议次优先
recognition,70,32,5,27,45.7%,recognition/include/pcl/recognition/face_detection/rf_face_utils.h,mid,存在可向量化路径（循环18，数学项73），建议次优先
recognition,70,32,5,27,45.7%,recognition/include/pcl/recognition/hv/greedy_verification.h,mid,存在可向量化路径（循环3，数学项13），建议次优先
recognition,70,32,5,27,45.7%,recognition/include/pcl/recognition/hv/hv_go.h,mid,存在可向量化路径（循环9，数学项12），建议次优先
recognition,70,32,5,27,45.7%,recognition/include/pcl/recognition/impl/cg/geometric_consistency.hpp,mid,存在可向量化路径（循环5，数学项25），建议次优先
recognition,70,32,5,27,45.7%,recognition/include/pcl/recognition/impl/cg/hough_3d.hpp,mid,存在可向量化路径（循环7，数学项62），建议次优先
recognition,70,32,5,27,45.7%,recognition/include/pcl/recognition/impl/hv/greedy_verification.hpp,mid,存在可向量化路径（循环7，数学项5），建议次优先
recognition,70,32,5,27,45.7%,recognition/include/pcl/recognition/impl/hv/hv_go.hpp,mid,存在可向量化路径（循环34，数学项35），建议次优先
recognition,70,32,5,27,45.7%,recognition/include/pcl/recognition/impl/hv/hv_papazov.hpp,mid,存在可向量化路径（循环12，数学项7），建议次优先
recognition,70,32,5,27,45.7%,recognition/include/pcl/recognition/impl/hv/occlusion_reasoning.hpp,mid,存在可向量化路径（循环8，数学项8），建议次优先
recognition,70,32,5,27,45.7%,recognition/include/pcl/recognition/impl/linemod/line_rgbd.hpp,mid,存在可向量化路径（循环37，数学项37），建议次优先
recognition,70,32,5,27,45.7%,recognition/include/pcl/recognition/impl/ransac_based/simple_octree.hpp,mid,存在可向量化路径（循环11，数学项23），建议次优先
recognition,70,32,5,27,45.7%,recognition/include/pcl/recognition/implicit_shape_model.h,mid,存在可向量化路径（循环0，数学项73），建议次优先
recognition,70,32,5,27,45.7%,recognition/include/pcl/recognition/linemod.h,mid,存在可向量化路径（循环4，数学项24），建议次优先
recognition,70,32,5,27,45.7%,recognition/include/pcl/recognition/ransac_based/trimmed_icp.h,mid,存在可向量化路径（循环3，数学项11），建议次优先
recognition,70,32,5,27,45.7%,recognition/src/cg/hough_3d.cpp,mid,存在可向量化路径（循环10，数学项26），建议次优先
recognition,70,32,5,27,45.7%,recognition/src/dotmod.cpp,mid,存在可向量化路径（循环12，数学项4），建议次优先
recognition,70,32,5,27,45.7%,recognition/src/face_detection/face_detector_data_provider.cpp,mid,存在可向量化路径（循环26，数学项19），建议次优先
recognition,70,32,5,27,45.7%,recognition/src/quantizable_modality.cpp,mid,存在可向量化路径（循环6，数学项1），建议次优先
recognition,70,32,5,27,45.7%,recognition/src/ransac_based/model_library.cpp,mid,存在可向量化路径（循环4，数学项5），建议次优先
recognition,70,32,5,27,45.7%,recognition/src/ransac_based/obj_rec_ransac.cpp,mid,存在可向量化路径（循环23，数学项31），建议次优先
recognition,70,32,5,27,45.7%,recognition/src/ransac_based/orr_octree.cpp,mid,存在可向量化路径（循环21，数学项16），建议次优先
recognition,70,32,5,27,45.7%,recognition/src/ransac_based/orr_octree_zprojection.cpp,mid,存在可向量化路径（循环10，数学项3），建议次优先
keypoints,36,24,4,20,66.7%,keypoints/include/pcl/keypoints/impl/harris_3d.hpp,high,循环13处，关键点响应计算密集，建议优先优化
keypoints,36,24,4,20,66.7%,keypoints/include/pcl/keypoints/impl/sift_keypoint.hpp,high,循环11处，关键点响应计算密集，建议优先优化
keypoints,36,24,4,20,66.7%,keypoints/src/brisk_2d.cpp,high,循环34处，关键点响应计算密集，建议优先优化
keypoints,36,24,4,20,66.7%,keypoints/src/narf_keypoint.cpp,high,循环48处，关键点响应计算密集，建议优先优化
keypoints,36,24,4,20,66.7%,keypoints/include/pcl/keypoints/agast_2d.h,mid,存在可向量化路径（循环0，数学项94），建议次优先
keypoints,36,24,4,20,66.7%,keypoints/include/pcl/keypoints/brisk_2d.h,mid,存在可向量化路径（循环0，数学项41），建议次优先
keypoints,36,24,4,20,66.7%,keypoints/include/pcl/keypoints/harris_2d.h,mid,存在可向量化路径（循环0，数学项22），建议次优先
keypoints,36,24,4,20,66.7%,keypoints/include/pcl/keypoints/harris_3d.h,mid,存在可向量化路径（循环0，数学项27），建议次优先
keypoints,36,24,4,20,66.7%,keypoints/include/pcl/keypoints/harris_6d.h,mid,存在可向量化路径（循环0，数学项20），建议次优先
keypoints,36,24,4,20,66.7%,keypoints/include/pcl/keypoints/impl/harris_2d.hpp,mid,存在可向量化路径（循环14，数学项3），建议次优先
keypoints,36,24,4,20,66.7%,keypoints/include/pcl/keypoints/impl/harris_6d.hpp,mid,存在可向量化路径（循环10，数学项88），建议次优先
keypoints,36,24,4,20,66.7%,keypoints/include/pcl/keypoints/impl/iss_3d.hpp,mid,存在可向量化路径（循环14，数学项16），建议次优先
keypoints,36,24,4,20,66.7%,keypoints/include/pcl/keypoints/impl/smoothed_surfaces_keypoint.hpp,mid,存在可向量化路径（循环11，数学项5），建议次优先
keypoints,36,24,4,20,66.7%,keypoints/include/pcl/keypoints/impl/susan.hpp,mid,存在可向量化路径（循环7，数学项71），建议次优先
keypoints,36,24,4,20,66.7%,keypoints/include/pcl/keypoints/impl/trajkovic_2d.hpp,mid,存在可向量化路径（循环7，数学项0），建议次优先
keypoints,36,24,4,20,66.7%,keypoints/include/pcl/keypoints/impl/trajkovic_3d.hpp,mid,存在可向量化路径（循环7，数学项10），建议次优先
keypoints,36,24,4,20,66.7%,keypoints/include/pcl/keypoints/iss_3d.h,mid,存在可向量化路径（循环0，数学项16），建议次优先
keypoints,36,24,4,20,66.7%,keypoints/include/pcl/keypoints/keypoint.h,mid,存在可向量化路径（循环0，数学项8），建议次优先
keypoints,36,24,4,20,66.7%,keypoints/include/pcl/keypoints/sift_keypoint.h,mid,存在可向量化路径（循环0，数学项15），建议次优先
keypoints,36,24,4,20,66.7%,keypoints/include/pcl/keypoints/smoothed_surfaces_keypoint.h,mid,存在可向量化路径（循环0，数学项10），建议次优先
keypoints,36,24,4,20,66.7%,keypoints/include/pcl/keypoints/susan.h,mid,存在可向量化路径（循环0，数学项29），建议次优先
keypoints,36,24,4,20,66.7%,keypoints/include/pcl/keypoints/trajkovic_2d.h,mid,存在可向量化路径（循环0，数学项13），建议次优先
keypoints,36,24,4,20,66.7%,keypoints/include/pcl/keypoints/trajkovic_3d.h,mid,存在可向量化路径（循环0，数学项19），建议次优先
keypoints,36,24,4,20,66.7%,keypoints/src/agast_2d.cpp,mid,存在可向量化路径（循环20，数学项45），建议次优先
tracking,30,22,2,20,73.3%,tracking/include/pcl/tracking/impl/particle_filter.hpp,high,循环21处，跟踪状态估计计算密集，建议优先优化
tracking,30,22,2,20,73.3%,tracking/include/pcl/tracking/impl/pyramidal_klt.hpp,high,循环27处，跟踪状态估计计算密集，建议优先优化
tracking,30,22,2,20,73.3%,tracking/include/pcl/tracking/approx_nearest_pair_point_cloud_coherence.h,mid,存在可向量化路径（循环0，数学项7），建议次优先
tracking,30,22,2,20,73.3%,tracking/include/pcl/tracking/coherence.h,mid,存在可向量化路径（循环0，数学项20），建议次优先
tracking,30,22,2,20,73.3%,tracking/include/pcl/tracking/distance_coherence.h,mid,存在可向量化路径（循环0，数学项14），建议次优先
tracking,30,22,2,20,73.3%,tracking/include/pcl/tracking/hsv_color_coherence.h,mid,存在可向量化路径（循环0，数学项22），建议次优先
tracking,30,22,2,20,73.3%,tracking/include/pcl/tracking/impl/approx_nearest_pair_point_cloud_coherence.hpp,mid,存在可向量化路径（循环3，数学项6），建议次优先
tracking,30,22,2,20,73.3%,tracking/include/pcl/tracking/impl/coherence.hpp,mid,存在可向量化路径（循环1，数学项8），建议次优先
tracking,30,22,2,20,73.3%,tracking/include/pcl/tracking/impl/kld_adaptive_particle_filter.hpp,mid,存在可向量化路径（循环4，数学项5），建议次优先
tracking,30,22,2,20,73.3%,tracking/include/pcl/tracking/impl/kld_adaptive_particle_filter_omp.hpp,mid,存在可向量化路径（循环6，数学项4），建议次优先
tracking,30,22,2,20,73.3%,tracking/include/pcl/tracking/impl/nearest_pair_point_cloud_coherence.hpp,mid,存在可向量化路径（循环3，数学项7），建议次优先
tracking,30,22,2,20,73.3%,tracking/include/pcl/tracking/impl/particle_filter_omp.hpp,mid,存在可向量化路径（循环6，数学项4），建议次优先
tracking,30,22,2,20,73.3%,tracking/include/pcl/tracking/impl/tracking.hpp,mid,存在可向量化路径（循环5，数学项74），建议次优先
tracking,30,22,2,20,73.3%,tracking/include/pcl/tracking/kld_adaptive_particle_filter.h,mid,存在可向量化路径（循环3，数学项20），建议次优先
tracking,30,22,2,20,73.3%,tracking/include/pcl/tracking/kld_adaptive_particle_filter_omp.h,mid,存在可向量化路径（循环0，数学项18），建议次优先
tracking,30,22,2,20,73.3%,tracking/include/pcl/tracking/nearest_pair_point_cloud_coherence.h,mid,存在可向量化路径（循环0，数学项13），建议次优先
tracking,30,22,2,20,73.3%,tracking/include/pcl/tracking/normal_coherence.h,mid,存在可向量化路径（循环0，数学项14），建议次优先
tracking,30,22,2,20,73.3%,tracking/include/pcl/tracking/particle_filter.h,mid,存在可向量化路径（循环0，数学项64），建议次优先
tracking,30,22,2,20,73.3%,tracking/include/pcl/tracking/particle_filter_omp.h,mid,存在可向量化路径（循环0，数学项18），建议次优先
tracking,30,22,2,20,73.3%,tracking/include/pcl/tracking/pyramidal_klt.h,mid,存在可向量化路径（循环0，数学项42），建议次优先
tracking,30,22,2,20,73.3%,tracking/include/pcl/tracking/tracker.h,mid,存在可向量化路径（循环0，数学项9），建议次优先
tracking,30,22,2,20,73.3%,tracking/include/pcl/tracking/tracking.h,mid,存在可向量化路径（循环0，数学项22），建议次优先
kdtree,6,5,2,3,83.3%,kdtree/include/pcl/kdtree/impl/kdtree_flann.hpp,high,循环6处，树查询/索引核心路径，建议优先优化
kdtree,6,5,2,3,83.3%,kdtree/include/pcl/kdtree/kdtree.h,high,循环0处，树查询/索引核心路径，建议优先优化
kdtree,6,5,2,3,83.3%,kdtree/include/pcl/kdtree/impl/io.hpp,mid,存在可向量化路径（循环2，分支0），建议次优先
kdtree,6,5,2,3,83.3%,kdtree/include/pcl/kdtree/io.h,mid,存在可向量化路径（循环0，分支0），建议次优先
kdtree,6,5,2,3,83.3%,kdtree/include/pcl/kdtree/kdtree_flann.h,mid,存在可向量化路径（循环0，分支8），建议次优先
geometry,17,5,1,4,29.4%,geometry/include/pcl/geometry/mesh_base.h,high,循环29处，几何拓扑/邻接核心路径，建议优先优化
geometry,17,5,1,4,29.4%,geometry/include/pcl/geometry/impl/polygon_operations.hpp,mid,存在可向量化路径（循环12，分支17），建议次优先
geometry,17,5,1,4,29.4%,geometry/include/pcl/geometry/mesh_conversion.h,mid,存在可向量化路径（循环5，分支1），建议次优先
geometry,17,5,1,4,29.4%,geometry/include/pcl/geometry/mesh_io.h,mid,存在可向量化路径（循环6，分支18），建议次优先
geometry,17,5,1,4,29.4%,geometry/include/pcl/geometry/polygon_operations.h,mid,存在可向量化路径（循环0，分支4），建议次优先
search,21,11,3,8,52.4%,search/include/pcl/search/impl/search.hpp,high,循环6处，查询/检索核心路径，建议优先优化
search,21,11,3,8,52.4%,search/include/pcl/search/kdtree_nanoflann.h,high,循环10处，查询/检索核心路径，建议优先优化
search,21,11,3,8,52.4%,search/include/pcl/search/search.h,high,循环4处，查询/检索核心路径，建议优先优化
search,21,11,3,8,52.4%,search/include/pcl/search/auto.h,mid,存在可向量化路径（循环0，分支0），建议次优先
search,21,11,3,8,52.4%,search/include/pcl/search/brute_force.h,mid,存在可向量化路径（循环0，分支1），建议次优先
search,21,11,3,8,52.4%,search/include/pcl/search/flann_search.h,mid,存在可向量化路径（循环0，分支4），建议次优先
search,21,11,3,8,52.4%,search/include/pcl/search/impl/brute_force.hpp,mid,存在可向量化路径（循环14，分支35），建议次优先
search,21,11,3,8,52.4%,search/include/pcl/search/impl/flann_search.hpp,mid,存在可向量化路径（循环16，分支29），建议次优先
search,21,11,3,8,52.4%,search/include/pcl/search/impl/organized.hpp,mid,存在可向量化路径（循环11，分支32），建议次优先
search,21,11,3,8,52.4%,search/include/pcl/search/kdtree.h,mid,存在可向量化路径（循环0，分支3），建议次优先
search,21,11,3,8,52.4%,search/include/pcl/search/organized.h,mid,存在可向量化路径（循环3，分支16），建议次优先
ml,42,16,4,12,38.1%,ml/include/pcl/ml/impl/dt/decision_tree_trainer.hpp,high,循环8处，学习/推断核心路径，建议优先优化
ml,42,16,4,12,38.1%,ml/src/permutohedral.cpp,high,循环62处，学习/推断核心路径，建议优先优化
ml,42,16,4,12,38.1%,ml/src/svm.cpp,high,循环189处，学习/推断核心路径，建议优先优化
ml,42,16,4,12,38.1%,ml/src/svm_wrapper.cpp,high,循环34处，学习/推断核心路径，建议优先优化
ml,42,16,4,12,38.1%,ml/include/pcl/ml/ferns/fern.h,mid,存在可向量化路径（循环6，分支0），建议次优先
ml,42,16,4,12,38.1%,ml/include/pcl/ml/impl/dt/decision_forest_evaluator.hpp,mid,存在可向量化路径（循环3，分支0），建议次优先
ml,42,16,4,12,38.1%,ml/include/pcl/ml/impl/dt/decision_tree_evaluator.hpp,mid,存在可向量化路径（循环7，分支0），建议次优先
ml,42,16,4,12,38.1%,ml/include/pcl/ml/impl/ferns/fern_evaluator.hpp,mid,存在可向量化路径（循环9，分支0），建议次优先
ml,42,16,4,12,38.1%,ml/include/pcl/ml/impl/ferns/fern_trainer.hpp,mid,存在可向量化路径（循环16，分支3），建议次优先
ml,42,16,4,12,38.1%,ml/include/pcl/ml/impl/kmeans.hpp,mid,存在可向量化路径（循环2，分支10），建议次优先
ml,42,16,4,12,38.1%,ml/include/pcl/ml/kmeans.h,mid,存在可向量化路径（循环1，分支2），建议次优先
ml,42,16,4,12,38.1%,ml/include/pcl/ml/regression_variance_stats_estimator.h,mid,存在可向量化路径（循环8，分支1），建议次优先
ml,42,16,4,12,38.1%,ml/include/pcl/ml/svm_wrapper.h,mid,存在可向量化路径（循环3，分支21），建议次优先
ml,42,16,4,12,38.1%,ml/src/densecrf.cpp,mid,存在可向量化路径（循环17，分支6），建议次优先
ml,42,16,4,12,38.1%,ml/src/kmeans.cpp,mid,存在可向量化路径（循环13，分支13），建议次优先
ml,42,16,4,12,38.1%,ml/src/pairwise_potential.cpp,mid,存在可向量化路径（循环7，分支2），建议次优先
stereo,11,6,1,5,54.5%,stereo/src/stereo_matching.cpp,high,循环33处，双目匹配核心路径，建议优先优化
stereo,11,6,1,5,54.5%,stereo/include/pcl/stereo/impl/disparity_map_converter.hpp,mid,存在可向量化路径（循环4，分支5），建议次优先
stereo,11,6,1,5,54.5%,stereo/include/pcl/stereo/stereo_matching.h,mid,存在可向量化路径（循环0，分支5），建议次优先
stereo,11,6,1,5,54.5%,stereo/src/digital_elevation_map.cpp,mid,存在可向量化路径（循环4，分支5），建议次优先
stereo,11,6,1,5,54.5%,stereo/src/stereo_adaptive_cost_so.cpp,mid,存在可向量化路径（循环20，分支6），建议次优先
stereo,11,6,1,5,54.5%,stereo/src/stereo_block_based.cpp,mid,存在可向量化路径（循环13，分支4），建议次优先
octree,27,13,3,10,48.1%,octree/include/pcl/octree/impl/octree2buf_base.hpp,high,循环7处，树遍历/查询核心路径，建议优先优化
octree,27,13,3,10,48.1%,octree/include/pcl/octree/impl/octree_search.hpp,high,循环12处，树遍历/查询核心路径，建议优先优化
octree,27,13,3,10,48.1%,octree/include/pcl/octree/octree_search.h,high,循环0处，树遍历/查询核心路径，建议优先优化
octree,27,13,3,10,48.1%,octree/include/pcl/octree/impl/octree_base.hpp,mid,存在可向量化路径（循环3，分支29），建议次优先
octree,27,13,3,10,48.1%,octree/include/pcl/octree/impl/octree_iterator.hpp,mid,存在可向量化路径（循环5，分支19），建议次优先
octree,27,13,3,10,48.1%,octree/include/pcl/octree/impl/octree_pointcloud.hpp,mid,存在可向量化路径（循环7，分支26），建议次优先
octree,27,13,3,10,48.1%,octree/include/pcl/octree/impl/octree_pointcloud_adjacency.hpp,mid,存在可向量化路径（循环9，分支17），建议次优先
octree,27,13,3,10,48.1%,octree/include/pcl/octree/octree2buf_base.h,mid,存在可向量化路径（循环7，分支26），建议次优先
octree,27,13,3,10,48.1%,octree/include/pcl/octree/octree_base.h,mid,存在可向量化路径（循环2，分支11），建议次优先
octree,27,13,3,10,48.1%,octree/include/pcl/octree/octree_iterator.h,mid,存在可向量化路径（循环1，分支16），建议次优先
octree,27,13,3,10,48.1%,octree/include/pcl/octree/octree_pointcloud.h,mid,存在可向量化路径（循环0，分支12），建议次优先
octree,27,13,3,10,48.1%,octree/include/pcl/octree/octree_pointcloud_adjacency.h,mid,存在可向量化路径（循环0，分支3），建议次优先
octree,27,13,3,10,48.1%,octree/include/pcl/octree/octree_pointcloud_voxelcentroid.h,mid,存在可向量化路径（循环0，分支3），建议次优先
